Product,Value,Location,Time
Orange,45,Canberra,Morning
Tomato,85,Canberra,Morning
Shampoo,14,Perth,Morning
Pie,90,Perth,Afternoon
Chicken,20,Sydney,Afternoon
Pie,65,Melbourne,Morning
Orange,26,Perth,Afternoon
Fish,59,Melbourne,Morning
Orange,52,Brisbane,Afternoon
Banana,97,Melbourne,Afternoon
Banana,54,Canberra,Morning
Soap,56,Canberra,Afternoon
Fish,47,Brisbane,Morning
Orange,13,Brisbane,Afternoon
Chicken,99,Perth,Morning
Soap,96,Perth,Afternoon
Fish,42,Brisbane,Morning
Orange,84,Brisbane,Afternoon
Banana,68,Perth,Afternoon
Orange,13,Brisbane,Morning
Carrot,31,Brisbane,Morning
Fish,86,Perth,Morning
Fish,46,Brisbane,Morning
Orange,79,Sydney,Morning
Soap,12,Perth,Morning
Tomato,31,Perth,Morning
Fish,78,Canberra,Afternoon
Chicken,64,Perth,Afternoon
Carrot,20,Perth,Afternoon
Pie,52,Melbourne,Afternoon
Banana,78,Canberra,Morning
Shampoo,18,Canberra,Afternoon
Tomato,28,Perth,Afternoon
Banana,8,Brisbane,Afternoon
Banana,84,Sydney,Afternoon
Cookie,31,Sydney,Afternoon
Orange,83,Perth,Morning
Soap,32,Perth,Morning
Shampoo,7,Melbourne,Afternoon
Shampoo,10,Perth,Afternoon
Shampoo,87,Brisbane,Morning
Tomato,24,Melbourne,Morning
Shampoo,50,Perth,Morning
Cookie,98,Canberra,Morning
Tomato,24,Canberra,Afternoon
Orange,71,Sydney,Afternoon
Chicken,70,Sydney,Morning
Pie,17,Sydney,Afternoon
Soap,54,Melbourne,Morning
Carrot,37,Perth,Morning
Tomato,65,Canberra,Afternoon
Tomato,7,Melbourne,Morning
Orange,35,Sydney,Morning
Fish,54,Brisbane,Morning
Banana,64,Sydney,Afternoon
Tomato,54,Canberra,Morning
Banana,60,Perth,Afternoon
Cookie,99,Sydney,Afternoon
Shampoo,73,Perth,Afternoon
Cookie,70,Perth,Morning
Carrot,42,Brisbane,Morning
Shampoo,59,Canberra,Afternoon
Pie,53,Sydney,Morning
Pie,32,Sydney,Morning
Pie,42,Brisbane,Afternoon
Cookie,51,Brisbane,Afternoon
Orange,78,Melbourne,Afternoon
Orange,100,Canberra,Morning
Soap,7,Sydney,Afternoon
Chicken,81,Perth,Morning
Fish,53,Sydney,Morning
Soap,19,Sydney,Afternoon
Soap,61,Perth,Afternoon
Orange,72,Perth,Morning
Fish,38,Canberra,Morning
Cookie,74,Brisbane,Afternoon
Orange,57,Sydney,Morning
Banana,66,Sydney,Afternoon
Shampoo,17,Sydney,Afternoon
Chicken,6,Canberra,Afternoon
Pie,57,Canberra,Morning
Banana,82,Brisbane,Morning
Pie,43,Sydney,Afternoon
Shampoo,66,Brisbane,Afternoon
Tomato,36,Sydney,Morning
Carrot,29,Brisbane,Afternoon
Shampoo,65,Sydney,Afternoon
Carrot,39,Perth,Afternoon
Soap,94,Sydney,Morning
Chicken,56,Perth,Morning
Orange,65,Perth,Afternoon
Fish,9,Sydney,Afternoon
Tomato,75,Canberra,Afternoon
Fish,88,Brisbane,Afternoon
Orange,39,Brisbane,Afternoon
Soap,8,Brisbane,Afternoon
Carrot,35,Perth,Morning
Soap,94,Perth,Morning
Carrot,54,Canberra,Morning
Orange,8,Perth,Afternoon
Fish,38,Melbourne,Morning
Pie,62,Canberra,Afternoon
Carrot,41,Perth,Morning
Orange,34,Sydney,Morning
Orange,25,Perth,Afternoon
Banana,52,Brisbane,Afternoon
Banana,70,Sydney,Morning
Chicken,19,Brisbane,Morning
Soap,49,Perth,Afternoon
Chicken,44,Canberra,Morning
Tomato,92,Canberra,Morning
Soap,29,Perth,Morning
Pie,99,Melbourne,Afternoon
Soap,21,Sydney,Morning
Carrot,16,Sydney,Afternoon
Soap,6,Sydney,Morning
Tomato,10,Perth,Morning
Orange,66,Perth,Morning
Shampoo,78,Sydney,Morning
Banana,8,Melbourne,Morning
Tomato,56,Sydney,Afternoon
Shampoo,6,Melbourne,Afternoon
Cookie,85,Sydney,Afternoon
Chicken,19,Canberra,Afternoon
Carrot,49,Perth,Afternoon
Soap,98,Melbourne,Morning
Shampoo,23,Sydney,Morning
Carrot,13,Sydney,Morning
Soap,36,Melbourne,Afternoon
Chicken,18,Brisbane,Morning
Cookie,100,Sydney,Morning
Orange,49,Melbourne,Afternoon
Shampoo,31,Sydney,Morning
Pie,18,Brisbane,Afternoon
Shampoo,94,Melbourne,Afternoon
Chicken,67,Brisbane,Afternoon
Cookie,12,Perth,Afternoon
Orange,85,Brisbane,Afternoon
Shampoo,76,Brisbane,Afternoon
Shampoo,87,Brisbane,Afternoon
Tomato,14,Brisbane,Afternoon
Orange,11,Canberra,Afternoon
Tomato,42,Melbourne,Morning
Fish,50,Canberra,Morning
Cookie,76,Canberra,Morning
Shampoo,7,Brisbane,Afternoon
Fish,45,Brisbane,Morning
Shampoo,52,Perth,Morning
Carrot,15,Melbourne,Morning
Banana,96,Sydney,Afternoon
Soap,98,Perth,Afternoon
Pie,10,Sydney,Afternoon
Banana,59,Melbourne,Afternoon
Banana,84,Canberra,Afternoon
Tomato,21,Canberra,Afternoon
Cookie,62,Canberra,Morning
Carrot,19,Brisbane,Morning
Chicken,24,Melbourne,Morning
Cookie,81,Melbourne,Afternoon
Tomato,40,Canberra,Afternoon
Tomato,88,Canberra,Morning
Tomato,78,Melbourne,Afternoon
Pie,47,Melbourne,Morning
Shampoo,74,Perth,Morning
Soap,48,Brisbane,Morning
Tomato,15,Canberra,Morning
Shampoo,100,Brisbane,Morning
Banana,23,Perth,Afternoon
Fish,16,Perth,Afternoon
Tomato,11,Perth,Afternoon
Shampoo,31,Melbourne,Afternoon
Fish,87,Sydney,Morning
Orange,39,Sydney,Afternoon
Pie,20,Perth,Afternoon
Cookie,63,Perth,Morning
Tomato,47,Brisbane,Morning
Pie,36,Melbourne,Afternoon
Carrot,80,Melbourne,Afternoon
Fish,71,Canberra,Afternoon
Cookie,86,Brisbane,Afternoon
Soap,81,Sydney,Afternoon
Cookie,66,Canberra,Afternoon
Fish,55,Canberra,Afternoon
Carrot,49,Melbourne,Morning
Tomato,59,Canberra,Morning
Pie,23,Perth,Morning
Carrot,50,Sydney,Morning
Cookie,37,Perth,Afternoon
Soap,58,Sydney,Morning
Carrot,47,Melbourne,Afternoon
Fish,39,Sydney,Afternoon
Soap,18,Canberra,Afternoon
Fish,53,Melbourne,Morning
Fish,80,Canberra,Morning
Tomato,56,Canberra,Afternoon
Cookie,29,Perth,Morning
Shampoo,50,Sydney,Afternoon
Banana,68,Melbourne,Afternoon
Pie,79,Canberra,Morning
Shampoo,48,Sydney,Afternoon
Soap,18,Melbourne,Afternoon
Carrot,58,Melbourne,Morning
Fish,37,Canberra,Afternoon
Fish,64,Melbourne,Morning
Soap,48,Melbourne,Morning
Shampoo,56,Brisbane,Morning
Cookie,49,Melbourne,Morning
Fish,9,Brisbane,Afternoon
Shampoo,54,Melbourne,Morning
Orange,49,Sydney,Afternoon
Fish,75,Perth,Afternoon
Tomato,33,Perth,Morning
Shampoo,13,Canberra,Afternoon
Pie,53,Sydney,Morning
Chicken,36,Canberra,Afternoon
Orange,50,Canberra,Afternoon
Soap,55,Sydney,Morning
Orange,39,Melbourne,Afternoon
Pie,10,Sydney,Morning
Carrot,27,Brisbane,Morning
Orange,77,Sydney,Afternoon
Tomato,31,Melbourne,Morning
Cookie,90,Perth,Afternoon
Banana,66,Sydney,Afternoon
Banana,29,Canberra,Morning
Carrot,48,Brisbane,Morning
Carrot,5,Sydney,Morning
Tomato,97,Perth,Morning
Fish,77,Perth,Morning
Carrot,68,Perth,Afternoon
Soap,63,Brisbane,Afternoon
Cookie,76,Canberra,Afternoon
Fish,100,Canberra,Afternoon
Soap,85,Melbourne,Afternoon
Banana,18,Brisbane,Afternoon
Carrot,42,Melbourne,Morning
Tomato,14,Melbourne,Morning
Shampoo,24,Canberra,Morning
Carrot,96,Brisbane,Afternoon
Banana,31,Brisbane,Morning
Cookie,44,Brisbane,Morning
Chicken,97,Canberra,Morning
Chicken,31,Sydney,Morning
Fish,95,Canberra,Afternoon
Tomato,76,Sydney,Morning
Banana,9,Brisbane,Morning
Tomato,6,Canberra,Afternoon
Chicken,56,Canberra,Afternoon
Cookie,28,Brisbane,Morning
Soap,23,Melbourne,Afternoon
Shampoo,54,Sydney,Afternoon
Tomato,92,Sydney,Afternoon
Soap,51,Melbourne,Morning
Tomato,5,Sydney,Morning
Tomato,30,Canberra,Afternoon
Shampoo,44,Canberra,Afternoon
Pie,16,Perth,Morning
Shampoo,62,Perth,Afternoon
Tomato,39,Sydney,Morning
Fish,89,Brisbane,Afternoon
Carrot,42,Canberra,Afternoon
Carrot,86,Sydney,Morning
Orange,44,Melbourne,Afternoon
Shampoo,41,Canberra,Morning
Shampoo,50,Canberra,Afternoon
Soap,57,Canberra,Morning
Carrot,20,Canberra,Morning
Banana,38,Canberra,Afternoon
Cookie,30,Sydney,Morning
Chicken,45,Melbourne,Afternoon
Pie,35,Melbourne,Afternoon
Carrot,19,Perth,Morning
Fish,12,Brisbane,Afternoon
Cookie,46,Melbourne,Morning
Fish,80,Canberra,Afternoon
Shampoo,46,Canberra,Morning
Chicken,76,Canberra,Afternoon
Carrot,13,Melbourne,Afternoon
Soap,5,Brisbane,Morning
Orange,30,Canberra,Morning
Carrot,22,Melbourne,Afternoon
Fish,64,Melbourne,Afternoon
Cookie,53,Sydney,Morning
Orange,97,Canberra,Afternoon
Tomato,67,Canberra,Afternoon
Soap,33,Perth,Afternoon
Tomato,9,Perth,Morning
Soap,7,Melbourne,Morning
Tomato,13,Brisbane,Afternoon
Carrot,68,Brisbane,Afternoon
Soap,56,Brisbane,Morning
Tomato,34,Brisbane,Afternoon
Cookie,27,Melbourne,Morning
Fish,89,Perth,Afternoon
Chicken,32,Sydney,Morning
Shampoo,79,Sydney,Afternoon
Pie,36,Perth,Afternoon
Soap,28,Canberra,Afternoon
Cookie,9,Melbourne,Afternoon
Banana,20,Canberra,Afternoon
Pie,83,Sydney,Afternoon
Carrot,76,Brisbane,Afternoon
Cookie,68,Brisbane,Morning
Shampoo,70,Perth,Morning
Fish,19,Canberra,Afternoon
Orange,11,Canberra,Afternoon
Cookie,52,Perth,Afternoon
Chicken,13,Melbourne,Morning
Cookie,74,Sydney,Afternoon
Cookie,26,Melbourne,Morning
Pie,88,Melbourne,Morning
Carrot,72,Brisbane,Afternoon
Tomato,92,Perth,Morning
Pie,44,Sydney,Morning
Chicken,11,Sydney,Afternoon
Soap,43,Canberra,Afternoon
Chicken,69,Canberra,Afternoon
Shampoo,30,Perth,Afternoon
Shampoo,20,Perth,Morning
Cookie,11,Melbourne,Afternoon
Shampoo,73,Perth,Morning
Carrot,45,Canberra,Morning
Tomato,23,Melbourne,Morning
Chicken,66,Melbourne,Afternoon
Fish,22,Canberra,Afternoon
Soap,16,Brisbane,Morning
Orange,59,Brisbane,Afternoon
Soap,77,Canberra,Afternoon
Pie,55,Brisbane,Morning
Carrot,71,Brisbane,Afternoon
Cookie,80,Sydney,Morning
Fish,39,Melbourne,Morning
Fish,76,Melbourne,Morning
Pie,37,Sydney,Afternoon
Orange,45,Canberra,Afternoon
Soap,15,Perth,Afternoon
Orange,25,Canberra,Afternoon
Orange,27,Canberra,Morning
Tomato,85,Melbourne,Afternoon
Banana,8,Melbourne,Morning
Tomato,36,Perth,Morning
Cookie,71,Sydney,Morning
Chicken,73,Perth,Morning
Fish,100,Brisbane,Morning
Orange,30,Melbourne,Afternoon
Tomato,24,Melbourne,Morning
Fish,8,Melbourne,Afternoon
Shampoo,8,Sydney,Morning
Carrot,36,Sydney,Morning
Banana,100,Melbourne,Morning
Banana,78,Canberra,Morning
Fish,96,Perth,Morning
Cookie,70,Sydney,Morning
Banana,33,Melbourne,Morning
Banana,44,Perth,Morning
Carrot,90,Sydney,Afternoon
Banana,49,Melbourne,Morning
Pie,76,Canberra,Morning
Fish,88,Sydney,Morning
Shampoo,40,Sydney,Afternoon
Shampoo,89,Brisbane,Morning
Tomato,7,Sydney,Afternoon
Shampoo,65,Melbourne,Afternoon
Cookie,12,Melbourne,Morning
Banana,60,Brisbane,Morning
Banana,94,Canberra,Afternoon
Fish,21,Melbourne,Morning
Orange,21,Perth,Morning
Tomato,57,Perth,Afternoon
Tomato,93,Melbourne,Morning
Fish,33,Brisbane,Afternoon
Banana,48,Perth,Morning
Carrot,8,Perth,Morning
Tomato,39,Perth,Afternoon
Orange,24,Brisbane,Afternoon
Banana,76,Sydney,Morning
Orange,37,Melbourne,Morning
Chicken,44,Brisbane,Morning
Soap,50,Brisbane,Afternoon
Soap,45,Brisbane,Afternoon
Chicken,76,Sydney,Morning
Chicken,11,Canberra,Morning
Soap,9,Melbourne,Afternoon
Shampoo,71,Canberra,Morning
Chicken,54,Canberra,Morning
Chicken,24,Perth,Afternoon
Shampoo,5,Canberra,Morning
Soap,25,Perth,Afternoon
Pie,79,Brisbane,Morning
Banana,98,Sydney,Afternoon
Orange,39,Canberra,Morning
Banana,35,Perth,Afternoon
Fish,38,Canberra,Afternoon
Banana,98,Canberra,Morning
Cookie,48,Perth,Morning
Shampoo,65,Sydney,Afternoon
Chicken,85,Brisbane,Afternoon
Orange,16,Brisbane,Morning
Orange,100,Brisbane,Afternoon
Cookie,53,Sydney,Afternoon
Soap,85,Brisbane,Morning
Fish,41,Brisbane,Morning
Banana,91,Sydney,Morning
Orange,33,Perth,Morning
Soap,84,Brisbane,Afternoon
Fish,36,Perth,Morning
Fish,70,Perth,Morning
Cookie,33,Brisbane,Afternoon
Carrot,94,Canberra,Afternoon
Orange,71,Canberra,Afternoon
Cookie,69,Melbourne,Afternoon
Shampoo,42,Brisbane,Morning
Pie,40,Canberra,Afternoon
Carrot,44,Sydney,Morning
Pie,84,Melbourne,Morning
Soap,49,Brisbane,Afternoon
Fish,98,Brisbane,Afternoon
Shampoo,50,Canberra,Afternoon
Chicken,54,Sydney,Morning
Tomato,72,Melbourne,Morning
Chicken,13,Brisbane,Afternoon
Soap,76,Brisbane,Afternoon
Banana,18,Brisbane,Morning
Banana,23,Melbourne,Afternoon
Carrot,36,Sydney,Afternoon
Pie,40,Melbourne,Afternoon
Banana,97,Perth,Morning
Carrot,88,Canberra,Afternoon
Tomato,68,Melbourne,Afternoon
Shampoo,22,Melbourne,Afternoon
Carrot,66,Perth,Afternoon
Orange,49,Canberra,Morning
Fish,87,Canberra,Afternoon
Tomato,26,Brisbane,Morning
Tomato,58,Canberra,Morning
Pie,60,Sydney,Morning
Cookie,75,Sydney,Afternoon
Soap,23,Melbourne,Afternoon
Fish,88,Perth,Morning
Carrot,82,Sydney,Morning
Tomato,11,Perth,Afternoon
Orange,70,Melbourne,Morning
Chicken,32,Sydney,Morning
Shampoo,71,Melbourne,Morning
Fish,58,Melbourne,Morning
Pie,86,Canberra,Morning
Cookie,50,Sydney,Afternoon
Banana,13,Brisbane,Morning
Shampoo,68,Sydney,Afternoon
Carrot,47,Canberra,Morning
Banana,11,Sydney,Afternoon
Pie,82,Melbourne,Morning
Banana,66,Melbourne,Afternoon
Tomato,52,Sydney,Morning
Fish,36,Sydney,Morning
Pie,74,Canberra,Morning
Pie,63,Brisbane,Afternoon
Banana,80,Brisbane,Morning
Cookie,45,Canberra,Morning
Carrot,84,Perth,Morning
Orange,34,Perth,Morning
Shampoo,10,Perth,Afternoon
Chicken,60,Sydney,Morning
Banana,15,Sydney,Afternoon
Banana,41,Canberra,Morning
Pie,44,Sydney,Morning
Fish,61,Brisbane,Afternoon
Fish,15,Canberra,Morning
Fish,39,Brisbane,Afternoon
Soap,7,Brisbane,Afternoon
Pie,78,Brisbane,Morning
Orange,83,Brisbane,Afternoon
Carrot,61,Perth,Morning
Chicken,86,Canberra,Morning
Fish,10,Melbourne,Morning
Fish,70,Melbourne,Afternoon
Carrot,82,Melbourne,Morning
Tomato,54,Brisbane,Morning
Carrot,84,Brisbane,Morning
Carrot,82,Brisbane,Afternoon
Chicken,100,Melbourne,Morning
Carrot,65,Canberra,Morning
Cookie,83,Perth,Morning
Cookie,5,Canberra,Morning
Carrot,14,Sydney,Afternoon
Chicken,74,Perth,Morning
Pie,88,Perth,Morning
Orange,79,Sydney,Morning
Chicken,65,Canberra,Afternoon
Shampoo,83,Sydney,Morning
Chicken,82,Sydney,Afternoon
Banana,16,Brisbane,Afternoon
Carrot,19,Brisbane,Afternoon
Orange,12,Perth,Morning
Fish,20,Canberra,Afternoon
Pie,99,Perth,Afternoon
Fish,67,Perth,Afternoon
Carrot,12,Sydney,Morning
Carrot,64,Canberra,Afternoon
Fish,82,Canberra,Morning
Carrot,87,Canberra,Afternoon
Chicken,30,Perth,Afternoon
Tomato,98,Canberra,Morning
Pie,94,Brisbane,Morning
Cookie,47,Brisbane,Afternoon
Fish,38,Sydney,Morning
Shampoo,63,Sydney,Afternoon
Carrot,100,Sydney,Morning
Tomato,68,Canberra,Morning
Cookie,16,Canberra,Afternoon
Shampoo,49,Canberra,Morning
Chicken,100,Brisbane,Morning
Fish,6,Perth,Afternoon
Cookie,66,Melbourne,Morning
Tomato,54,Brisbane,Afternoon
Orange,84,Perth,Morning
Soap,98,Brisbane,Morning
Soap,98,Canberra,Morning
Cookie,20,Perth,Morning
Orange,6,Sydney,Afternoon
Soap,73,Brisbane,Afternoon
Shampoo,59,Melbourne,Morning
Banana,37,Melbourne,Morning
Chicken,64,Perth,Morning
Orange,17,Perth,Morning
Carrot,55,Sydney,Afternoon
Cookie,85,Sydney,Afternoon
Fish,40,Sydney,Morning
Chicken,48,Perth,Afternoon
Pie,20,Melbourne,Afternoon
Shampoo,18,Perth,Afternoon
Fish,23,Sydney,Morning
Soap,18,Brisbane,Morning
Tomato,43,Melbourne,Morning
Shampoo,80,Perth,Morning
Chicken,22,Canberra,Afternoon
Orange,5,Sydney,Morning
Orange,13,Melbourne,Afternoon
Orange,73,Sydney,Morning
Fish,16,Canberra,Morning
Carrot,45,Sydney,Morning
Soap,44,Perth,Afternoon
Shampoo,34,Melbourne,Morning
Shampoo,88,Sydney,Morning
Shampoo,79,Perth,Afternoon
Carrot,94,Melbourne,Morning
Banana,14,Melbourne,Morning
Tomato,34,Perth,Afternoon
Carrot,67,Brisbane,Afternoon
Soap,26,Sydney,Morning
Banana,16,Brisbane,Afternoon
Banana,97,Melbourne,Afternoon
Carrot,74,Perth,Morning
Tomato,50,Melbourne,Morning
Banana,58,Sydney,Morning
Cookie,58,Melbourne,Morning
Carrot,80,Perth,Afternoon
Orange,80,Brisbane,Morning
Pie,79,Sydney,Morning
Pie,27,Brisbane,Morning
Orange,92,Canberra,Afternoon
Shampoo,21,Melbourne,Afternoon
Cookie,77,Canberra,Morning
Cookie,38,Melbourne,Morning
Fish,20,Canberra,Morning
Soap,35,Melbourne,Afternoon
Soap,20,Perth,Afternoon
Pie,21,Melbourne,Afternoon
Carrot,49,Sydney,Afternoon
Orange,17,Melbourne,Morning
Chicken,81,Brisbane,Afternoon
Tomato,75,Perth,Morning
Fish,93,Melbourne,Afternoon
Cookie,23,Canberra,Morning
Tomato,71,Brisbane,Afternoon
Shampoo,82,Perth,Afternoon
Orange,23,Melbourne,Morning
Pie,68,Melbourne,Morning
Soap,42,Sydney,Morning
Fish,54,Canberra,Morning
Cookie,79,Melbourne,Morning
Fish,8,Canberra,Afternoon
Soap,77,Canberra,Morning
Shampoo,24,Brisbane,Afternoon
Orange,5,Sydney,Morning
Shampoo,65,Canberra,Afternoon
Banana,95,Canberra,Morning
Orange,89,Brisbane,Morning
Soap,24,Brisbane,Morning
Chicken,85,Melbourne,Morning
Tomato,46,Canberra,Afternoon
Carrot,72,Canberra,Morning
Carrot,51,Canberra,Morning
Pie,29,Perth,Afternoon
Fish,83,Canberra,Afternoon
Banana,87,Melbourne,Afternoon
Orange,96,Brisbane,Afternoon
Fish,76,Perth,Afternoon
Fish,21,Brisbane,Morning
Banana,14,Perth,Morning
Chicken,74,Melbourne,Morning
Banana,19,Sydney,Afternoon
Tomato,5,Melbourne,Afternoon
Tomato,44,Brisbane,Morning
Chicken,20,Canberra,Afternoon
Chicken,38,Sydney,Afternoon
Banana,5,Canberra,Morning
Banana,34,Melbourne,Morning
Chicken,17,Melbourne,Morning
Chicken,25,Perth,Morning
Soap,88,Perth,Morning
Pie,94,Canberra,Afternoon
Orange,75,Perth,Morning
Orange,62,Sydney,Afternoon
Chicken,37,Perth,Afternoon
Pie,30,Perth,Morning
Carrot,11,Canberra,Afternoon
Pie,90,Perth,Afternoon
Banana,37,Melbourne,Morning
Orange,50,Brisbane,Afternoon
Banana,78,Brisbane,Morning
Chicken,20,Canberra,Morning
Chicken,56,Melbourne,Afternoon
Orange,42,Perth,Morning
Fish,84,Melbourne,Morning
Orange,51,Melbourne,Afternoon
Chicken,57,Melbourne,Morning
Tomato,15,Brisbane,Afternoon
Soap,14,Melbourne,Afternoon
Shampoo,86,Canberra,Afternoon
Banana,6,Sydney,Morning
Cookie,93,Sydney,Morning
Soap,73,Perth,Afternoon
Banana,11,Brisbane,Morning
Cookie,34,Melbourne,Morning
Cookie,60,Sydney,Afternoon
Tomato,48,Brisbane,Afternoon
Banana,14,Sydney,Morning
Carrot,62,Sydney,Afternoon
Banana,7,Melbourne,Morning
Cookie,6,Perth,Morning
Fish,66,Sydney,Afternoon
Soap,65,Melbourne,Afternoon
Carrot,83,Perth,Morning
Carrot,91,Perth,Morning
Pie,89,Perth,Afternoon
Carrot,59,Brisbane,Morning
Tomato,50,Sydney,Afternoon
Orange,28,Brisbane,Afternoon
Pie,26,Canberra,Morning
Carrot,64,Canberra,Morning
Fish,41,Brisbane,Afternoon
Tomato,39,Canberra,Afternoon
Orange,35,Canberra,Morning
Fish,52,Perth,Morning
Orange,81,Melbourne,Afternoon
Pie,65,Melbourne,Morning
Shampoo,61,Sydney,Afternoon
Banana,73,Perth,Morning
Shampoo,60,Brisbane,Morning
Banana,25,Sydney,Morning
Chicken,16,Sydney,Afternoon
Tomato,54,Melbourne,Afternoon
Fish,51,Melbourne,Morning
Cookie,11,Sydney,Afternoon
Carrot,82,Brisbane,Afternoon
Cookie,31,Melbourne,Morning
Orange,43,Brisbane,Morning
Orange,20,Brisbane,Afternoon
Fish,13,Perth,Afternoon
Carrot,76,Brisbane,Afternoon
Cookie,66,Perth,Afternoon
Fish,23,Perth,Morning
Pie,73,Canberra,Morning
Fish,100,Perth,Morning
Tomato,84,Melbourne,Afternoon
Fish,11,Melbourne,Afternoon
Soap,56,Perth,Afternoon
Fish,70,Melbourne,Morning
Orange,59,Perth,Afternoon
Orange,38,Perth,Morning
Tomato,87,Canberra,Morning
Fish,77,Perth,Afternoon
Soap,52,Sydney,Morning
Pie,43,Canberra,Morning
Tomato,61,Perth,Afternoon
Banana,84,Canberra,Afternoon
Cookie,75,Brisbane,Morning
Cookie,53,Melbourne,Morning
Pie,42,Perth,Morning
Fish,50,Sydney,Morning
Banana,45,Brisbane,Afternoon
Pie,70,Canberra,Afternoon
Shampoo,87,Perth,Morning
Cookie,100,Perth,Morning
Tomato,74,Perth,Afternoon
Carrot,18,Canberra,Morning
Carrot,74,Brisbane,Morning
Banana,16,Brisbane,Morning
Fish,79,Canberra,Afternoon
Pie,26,Brisbane,Morning
Soap,71,Brisbane,Afternoon
Fish,23,Canberra,Afternoon
Tomato,21,Brisbane,Morning
Orange,16,Perth,Morning
Chicken,17,Sydney,Afternoon
Fish,63,Brisbane,Afternoon
Fish,20,Brisbane,Afternoon
Cookie,78,Sydney,Morning
Banana,83,Sydney,Morning
Pie,65,Melbourne,Afternoon
Cookie,62,Brisbane,Afternoon
Banana,48,Sydney,Afternoon
Pie,36,Perth,Morning
Banana,74,Perth,Afternoon
Orange,38,Brisbane,Afternoon
Carrot,38,Sydney,Afternoon
Carrot,30,Canberra,Morning
Pie,56,Melbourne,Afternoon
Pie,53,Perth,Morning
Chicken,53,Brisbane,Morning
Chicken,9,Canberra,Afternoon
Orange,83,Canberra,Morning
Tomato,6,Canberra,Afternoon
Pie,32,Melbourne,Morning
Soap,44,Sydney,Afternoon
Banana,93,Perth,Afternoon
Carrot,13,Sydney,Afternoon
Soap,38,Brisbane,Afternoon
Tomato,82,Sydney,Morning
Orange,91,Sydney,Afternoon
Soap,67,Canberra,Morning
Chicken,7,Melbourne,Afternoon
Orange,94,Brisbane,Morning
Carrot,95,Melbourne,Morning
Fish,63,Perth,Morning
Tomato,45,Perth,Afternoon
Pie,33,Perth,Morning
Tomato,69,Sydney,Afternoon
Shampoo,91,Sydney,Morning
Cookie,18,Canberra,Afternoon
Tomato,99,Sydney,Afternoon
Fish,63,Melbourne,Afternoon
Chicken,100,Perth,Afternoon
Tomato,54,Perth,Afternoon
Tomato,9,Brisbane,Afternoon
Pie,61,Melbourne,Afternoon
Banana,56,Melbourne,Morning
Carrot,44,Perth,Morning
Tomato,33,Melbourne,Morning
Shampoo,82,Melbourne,Afternoon
Carrot,64,Sydney,Afternoon
Cookie,56,Melbourne,Afternoon
Banana,83,Perth,Afternoon
Fish,87,Sydney,Afternoon
Orange,73,Perth,Afternoon
Pie,61,Melbourne,Afternoon
Shampoo,26,Brisbane,Morning
Cookie,21,Sydney,Afternoon
Tomato,87,Brisbane,Morning
Banana,65,Canberra,Afternoon
Banana,18,Brisbane,Morning
Banana,7,Perth,Afternoon
Pie,13,Sydney,Morning
Soap,87,Perth,Afternoon
Shampoo,10,Melbourne,Afternoon
Chicken,68,Canberra,Afternoon
Carrot,40,Sydney,Afternoon
Chicken,96,Perth,Afternoon
Pie,71,Brisbane,Morning
Tomato,70,Canberra,Morning
Banana,52,Melbourne,Afternoon
Tomato,55,Sydney,Morning
Fish,14,Melbourne,Morning
Orange,6,Melbourne,Morning
Pie,53,Canberra,Afternoon
Chicken,78,Sydney,Afternoon
Pie,39,Canberra,Afternoon
Carrot,38,Melbourne,Afternoon
Cookie,17,Perth,Morning
Cookie,72,Sydney,Afternoon
Shampoo,28,Brisbane,Afternoon
Tomato,59,Canberra,Afternoon
Cookie,81,Sydney,Morning
Orange,8,Perth,Morning
Chicken,68,Sydney,Afternoon
Carrot,22,Sydney,Afternoon
Orange,76,Perth,Afternoon
Banana,74,Melbourne,Morning
Carrot,30,Sydney,Morning
Carrot,12,Perth,Afternoon
Banana,69,Perth,Afternoon
Soap,43,Sydney,Morning
Banana,22,Melbourne,Morning
Soap,91,Brisbane,Afternoon
Soap,96,Sydney,Morning
Pie,22,Canberra,Afternoon
Soap,9,Sydney,Afternoon
Shampoo,68,Perth,Morning
Carrot,73,Perth,Morning
Soap,46,Perth,Morning
Fish,49,Brisbane,Morning
Carrot,72,Perth,Afternoon
Soap,100,Perth,Morning
Carrot,83,Brisbane,Afternoon
Orange,31,Sydney,Afternoon
Soap,69,Perth,Morning
Orange,94,Canberra,Morning
Fish,100,Brisbane,Afternoon
Fish,93,Canberra,Morning
Tomato,59,Sydney,Afternoon
Orange,100,Melbourne,Afternoon
Soap,14,Perth,Morning
Carrot,6,Melbourne,Morning
Tomato,43,Canberra,Morning
Orange,15,Sydney,Afternoon
Banana,23,Brisbane,Afternoon
Cookie,33,Sydney,Morning
Fish,13,Brisbane,Morning
Shampoo,33,Brisbane,Afternoon
Carrot,81,Perth,Morning
Banana,43,Perth,Afternoon
Tomato,22,Canberra,Morning
Chicken,29,Perth,Morning
Cookie,79,Melbourne,Morning
Chicken,30,Melbourne,Morning
Tomato,91,Brisbane,Afternoon
Cookie,94,Brisbane,Morning
Fish,21,Brisbane,Morning
Tomato,93,Sydney,Afternoon
Shampoo,26,Sydney,Morning
Tomato,94,Brisbane,Afternoon
Soap,77,Sydney,Morning
Soap,56,Brisbane,Morning
Orange,9,Sydney,Morning
