customer,age,gender,salary,shirt_size,location,marital_status,transport,education
19936,44,Male,15190,M,Sydney,Divorced,Train,Bachelor
19937,30,Male,89550,M,Brisbane,Divorced,Bicycle,Bachelor
19938,36,Male,54436,M,Perth,Divorced,Bicycle,Bachelor
19939,55,Female,18834,L,Perth,Married,Train,Bachelor
19940,34,Male,82201,L,Melbourne,Divorced,Car,PhD
19941,18,Male,80348,S,Brisbane,Married,Train,PhD
19942,49,Female,37307,M,Perth,Married,Bus,PhD
19943,25,Male,55458,L,Sydney,Divorced,Bus,Bachelor
19944,52,Male,33838,S,Brisbane,Divorced,Car,Secondary
19945,39,Female,23862,L,Melbourne,Divorced,Car,Secondary
19946,24,Female,12482,S,Perth,Married,Train,PhD
19947,35,Male,85182,L,Sydney,Married,Bus,Bachelor
19948,27,Female,76099,L,Sydney,Single,Bus,Masters
19949,42,Male,73226,S,Sydney,Divorced,Bicycle,Masters
19950,20,Male,80813,L,Melbourne,Divorced,Bicycle,PhD
19951,24,Male,27887,L,Melbourne,Single,Bus,Secondary
19952,52,Male,48247,L,Brisbane,Divorced,Train,Secondary
19953,23,Female,69663,M,Brisbane,Divorced,Bicycle,Masters
19954,45,Female,23970,L,Perth,Single,Bus,Secondary
19955,38,Female,90186,L,Melbourne,Married,Train,PhD
19956,32,Male,41666,M,Melbourne,Divorced,Bicycle,Secondary
19957,45,Female,57031,S,Melbourne,Divorced,Bus,Masters
19958,27,Female,80469,S,Sydney,Single,Bus,Secondary
19959,49,Male,60379,L,Sydney,Divorced,Bus,Secondary
19960,24,Male,82673,S,Melbourne,Single,Bicycle,Bachelor
19961,59,Male,93131,M,Melbourne,Single,Car,Masters
19962,40,Female,96298,S,Melbourne,Divorced,Train,Masters
19963,36,Female,34730,L,Sydney,Married,Car,Masters
19964,53,Male,67353,M,Perth,Divorced,Car,Masters
19965,18,Male,55682,M,Brisbane,Married,Car,Secondary
19966,29,Female,58019,M,Perth,Married,Bus,Bachelor
19967,53,Male,99263,M,Sydney,Single,Train,Bachelor
19968,30,Female,83515,L,Brisbane,Married,Train,Secondary
19969,34,Male,59487,S,Perth,Married,Bicycle,Bachelor
19970,18,Female,93434,L,Melbourne,Single,Bicycle,Bachelor
19971,30,Male,81948,S,Sydney,Married,Bicycle,PhD
19972,56,Male,40950,S,Perth,Married,Bus,Masters
19973,60,Male,14643,S,Sydney,Single,Bicycle,Bachelor
19974,27,Male,95285,M,Perth,Single,Train,PhD
19975,29,Female,41543,L,Sydney,Married,Bus,Secondary
19976,56,Male,15415,S,Sydney,Divorced,Train,Bachelor
19977,48,Male,55898,L,Melbourne,Single,Train,PhD
19978,22,Male,77047,L,Sydney,Single,Bicycle,Bachelor
19979,45,Male,68857,L,Perth,Single,Train,Bachelor
19980,55,Male,72181,M,Melbourne,Single,Bus,Secondary
19981,21,Female,35597,L,Sydney,Married,Train,PhD
19982,48,Male,29403,M,Brisbane,Divorced,Car,PhD
19983,50,Male,90625,M,Brisbane,Single,Train,Bachelor
19984,36,Female,49877,M,Brisbane,Married,Bicycle,Masters
19985,30,Female,20222,S,Melbourne,Single,Car,Bachelor
19986,20,Female,90289,S,Sydney,Married,Bus,PhD
19987,24,Male,41311,L,Sydney,Single,Bicycle,Secondary
19988,28,Female,38939,M,Melbourne,Divorced,Train,PhD
19989,42,Male,52680,M,Sydney,Single,Car,Bachelor
19990,41,Female,68623,M,Perth,Single,Car,Masters
19991,44,Female,99000,S,Perth,Married,Bicycle,Masters
19992,31,Male,14648,S,Melbourne,Divorced,Train,PhD
19993,22,Female,12034,M,Brisbane,Married,Bicycle,Secondary
19994,29,Male,53305,S,Sydney,Single,Bus,Bachelor
19995,42,Female,26360,L,Melbourne,Divorced,Bus,PhD
19996,28,Female,52080,M,Sydney,Divorced,Train,PhD
19997,43,Male,79478,S,Brisbane,Married,Car,Masters
19998,58,Female,37078,L,Brisbane,Married,Car,Masters
19999,39,Female,62958,S,Perth,Divorced,Car,Secondary
20000,36,Female,41620,S,Brisbane,Single,Car,Secondary
20001,45,Female,25695,L,Perth,Married,Train,Masters
20002,37,Male,58671,L,Melbourne,Single,Train,PhD
20003,33,Female,62983,M,Brisbane,Married,Bicycle,PhD
20004,44,Male,25634,S,Melbourne,Divorced,Car,Secondary
20005,49,Female,76420,L,Brisbane,Divorced,Train,Masters
20006,28,Male,14751,L,Perth,Divorced,Car,PhD
20007,29,Female,27673,S,Sydney,Married,Bicycle,Secondary
20008,18,Female,67000,S,Brisbane,Divorced,Train,Bachelor
20009,53,Female,65282,S,Brisbane,Married,Bus,Masters
20010,35,Female,50887,M,Perth,Married,Bicycle,Masters
20011,47,Female,98427,M,Melbourne,Single,Bicycle,Bachelor
20012,57,Female,34588,L,Brisbane,Married,Train,Bachelor
20013,59,Male,85019,S,Brisbane,Divorced,Bus,PhD
20014,50,Male,51140,L,Sydney,Divorced,Train,Secondary
20015,25,Female,11997,M,Melbourne,Married,Car,PhD
20016,40,Female,65878,S,Melbourne,Married,Bus,Bachelor
20017,45,Female,41828,S,Melbourne,Divorced,Train,PhD
20018,52,Female,13245,L,Brisbane,Single,Bicycle,Secondary
20019,40,Female,59064,M,Perth,Married,Train,Bachelor
20020,24,Male,30915,L,Melbourne,Single,Train,Secondary
20021,56,Female,26677,M,Melbourne,Married,Car,Bachelor
20022,32,Female,16349,L,Melbourne,Married,Bus,Secondary
20023,25,Male,15341,S,Melbourne,Married,Train,Masters
20024,26,Male,61990,L,Sydney,Divorced,Car,Masters
20025,34,Male,28013,L,Melbourne,Divorced,Bicycle,PhD
20026,49,Female,57090,S,Brisbane,Married,Car,Masters
20027,37,Male,99930,L,Sydney,Divorced,Bicycle,Masters
20028,54,Female,21024,S,Melbourne,Single,Bicycle,Bachelor
20029,51,Male,81749,L,Perth,Single,Bicycle,Bachelor
20030,45,Male,52205,S,Melbourne,Single,Bicycle,Bachelor
20031,27,Female,89251,L,Sydney,Divorced,Car,Secondary
20032,30,Male,43248,M,Perth,Single,Bicycle,Bachelor
20033,48,Male,65450,L,Melbourne,Divorced,Car,Masters
20034,51,Male,96277,L,Sydney,Single,Train,Masters
20035,48,Female,12658,M,Brisbane,Married,Car,Bachelor
20036,43,Female,38398,L,Brisbane,Divorced,Car,PhD
20037,33,Male,70363,L,Melbourne,Divorced,Bus,Masters
20038,25,Female,20995,M,Melbourne,Single,Bus,Secondary
20039,39,Female,20682,M,Melbourne,Single,Train,Bachelor
20040,19,Male,28357,L,Sydney,Divorced,Bicycle,Secondary
20041,30,Male,39055,L,Sydney,Single,Car,Masters
20042,48,Female,81864,S,Melbourne,Divorced,Car,Secondary
20043,55,Female,63449,S,Melbourne,Single,Train,PhD
20044,22,Female,76002,M,Perth,Single,Car,Secondary
20045,35,Female,79908,M,Sydney,Divorced,Bus,Secondary
20046,33,Male,64577,M,Brisbane,Single,Bicycle,PhD
20047,56,Female,62048,L,Brisbane,Single,Bus,Bachelor
20048,56,Male,68242,S,Melbourne,Single,Car,PhD
20049,27,Male,97906,M,Perth,Married,Bus,Secondary
20050,53,Female,12009,L,Brisbane,Single,Car,PhD
20051,53,Female,10521,S,Sydney,Married,Train,Secondary
20052,19,Female,97638,M,Sydney,Divorced,Train,PhD
20053,34,Male,23840,S,Melbourne,Single,Train,Secondary
20054,52,Female,58496,M,Melbourne,Married,Car,PhD
20055,43,Male,53557,L,Melbourne,Single,Car,Masters
20056,45,Female,25282,M,Melbourne,Divorced,Car,Masters
20057,58,Male,70870,S,Sydney,Divorced,Car,Secondary
20058,52,Female,67511,M,Sydney,Single,Bus,PhD
20059,22,Female,20726,S,Brisbane,Married,Train,PhD
20060,34,Female,60284,M,Sydney,Divorced,Car,Bachelor
20061,57,Male,37041,M,Perth,Divorced,Train,Secondary
20062,42,Female,70191,M,Brisbane,Single,Bicycle,PhD
20063,37,Male,91236,L,Perth,Single,Car,Bachelor
20064,34,Female,57590,L,Perth,Married,Train,PhD
20065,51,Male,62228,S,Brisbane,Divorced,Bus,Secondary
20066,35,Male,43504,M,Perth,Divorced,Bicycle,PhD
20067,54,Male,18282,S,Brisbane,Divorced,Bus,Masters
20068,30,Female,92624,L,Sydney,Married,Bus,Secondary
20069,52,Male,28913,S,Sydney,Divorced,Bus,Secondary
20070,60,Female,88645,S,Sydney,Single,Bus,Secondary
20071,45,Female,27697,M,Brisbane,Single,Bicycle,PhD
20072,55,Male,86154,S,Melbourne,Divorced,Bus,Bachelor
20073,53,Female,35655,S,Sydney,Married,Bus,PhD
20074,18,Female,88550,M,Perth,Married,Car,Secondary
20075,22,Female,54685,L,Perth,Divorced,Car,Secondary
20076,19,Female,69427,S,Perth,Divorced,Bus,Masters
20077,33,Male,14471,M,Brisbane,Married,Car,Secondary
20078,20,Female,84147,S,Melbourne,Single,Train,Bachelor
20079,59,Male,69562,M,Perth,Divorced,Train,PhD
20080,60,Female,30054,L,Melbourne,Divorced,Bicycle,PhD
20081,40,Male,53821,S,Brisbane,Married,Bus,PhD
20082,54,Male,25667,S,Brisbane,Single,Bus,Bachelor
20083,37,Female,29253,M,Melbourne,Divorced,Car,Bachelor
20084,37,Male,27044,M,Melbourne,Divorced,Bicycle,Secondary
20085,48,Female,80248,L,Perth,Single,Bicycle,PhD
20086,34,Female,58734,S,Brisbane,Single,Car,Secondary
20087,56,Male,50152,M,Melbourne,Married,Car,PhD
20088,36,Male,77266,S,Sydney,Single,Car,Secondary
20089,18,Female,26488,S,Melbourne,Single,Bicycle,PhD
20090,52,Female,52919,L,Melbourne,Married,Train,Secondary
20091,55,Female,13244,M,Perth,Single,Bicycle,PhD
20092,31,Female,53528,L,Sydney,Divorced,Bicycle,PhD
20093,20,Female,75458,L,Melbourne,Divorced,Bus,Bachelor
20094,57,Male,20749,L,Sydney,Married,Car,PhD
20095,25,Male,38445,L,Brisbane,Divorced,Bus,Secondary
20096,26,Male,28326,M,Sydney,Divorced,Bus,Bachelor
20097,27,Male,44769,M,Brisbane,Divorced,Bicycle,Bachelor
20098,47,Male,55636,M,Perth,Divorced,Bicycle,Bachelor
20099,39,Female,11663,M,Perth,Married,Car,Bachelor
20100,28,Female,85222,S,Sydney,Single,Bicycle,Masters
20101,44,Male,95699,L,Melbourne,Married,Car,PhD
20102,55,Female,75924,M,Sydney,Single,Car,PhD
20103,29,Male,11825,S,Brisbane,Married,Train,Secondary
20104,51,Male,33522,L,Brisbane,Single,Car,Secondary
20105,28,Female,59671,L,Melbourne,Divorced,Bus,PhD
20106,19,Female,16452,M,Brisbane,Single,Car,Secondary
20107,23,Male,75178,S,Perth,Married,Bicycle,Masters
20108,60,Male,25616,S,Sydney,Single,Bus,Bachelor
20109,44,Female,78895,L,Melbourne,Divorced,Bus,Bachelor
20110,31,Female,21604,S,Perth,Single,Car,Bachelor
20111,36,Female,84665,L,Sydney,Divorced,Car,Bachelor
20112,25,Male,60966,S,Sydney,Single,Bus,Masters
20113,30,Female,50230,L,Perth,Single,Bus,Masters
20114,20,Male,18379,S,Sydney,Single,Bicycle,Masters
20115,42,Male,14223,S,Sydney,Married,Bicycle,Masters
20116,21,Male,70203,M,Brisbane,Divorced,Car,PhD
20117,46,Female,93489,S,Sydney,Divorced,Car,Secondary
20118,45,Female,40038,L,Sydney,Married,Train,PhD
20119,26,Male,69717,L,Brisbane,Single,Bus,PhD
20120,32,Female,73964,S,Perth,Divorced,Car,PhD
20121,19,Female,38147,L,Sydney,Single,Bus,Bachelor
20122,26,Female,80692,M,Sydney,Divorced,Train,Bachelor
20123,39,Male,53577,L,Melbourne,Divorced,Bicycle,Masters
20124,44,Female,80013,S,Sydney,Divorced,Train,Secondary
20125,50,Female,15027,S,Brisbane,Divorced,Train,Masters
20126,50,Male,96635,M,Perth,Married,Train,Masters
20127,48,Female,60190,M,Sydney,Divorced,Bus,PhD
20128,54,Male,60954,M,Brisbane,Single,Bus,Masters
20129,45,Female,72885,M,Perth,Married,Train,Bachelor
20130,28,Male,61430,M,Sydney,Married,Bicycle,Secondary
20131,57,Male,69258,M,Melbourne,Married,Bus,PhD
20132,22,Female,87581,S,Perth,Single,Bicycle,Bachelor
20133,34,Male,59859,M,Sydney,Married,Car,Masters
20134,30,Male,56747,L,Melbourne,Single,Car,PhD
20135,50,Female,90641,S,Perth,Single,Car,PhD
20136,36,Male,81229,S,Perth,Divorced,Car,Bachelor
20137,55,Female,56056,M,Sydney,Married,Bicycle,Secondary
20138,36,Male,64736,L,Sydney,Single,Car,Bachelor
20139,29,Male,73149,M,Sydney,Married,Bus,PhD
20140,29,Female,90879,L,Melbourne,Divorced,Train,Bachelor
20141,43,Female,68346,S,Brisbane,Married,Car,Masters
20142,31,Female,82496,M,Perth,Married,Car,PhD
20143,47,Female,27294,L,Brisbane,Married,Car,Bachelor
20144,44,Male,32478,L,Melbourne,Divorced,Bicycle,Bachelor
20145,40,Female,58006,L,Sydney,Divorced,Bicycle,Secondary
20146,42,Male,19155,L,Melbourne,Divorced,Car,Bachelor
20147,23,Female,43660,M,Melbourne,Divorced,Train,Secondary
20148,47,Female,96535,S,Melbourne,Single,Car,Masters
20149,29,Female,86399,S,Perth,Divorced,Bus,PhD
20150,57,Female,70104,L,Melbourne,Single,Bicycle,PhD
20151,48,Female,75853,L,Sydney,Single,Car,PhD
20152,59,Male,57489,M,Melbourne,Single,Bus,Bachelor
20153,55,Male,38272,L,Melbourne,Single,Car,Masters
20154,51,Female,82884,L,Melbourne,Married,Bus,Secondary
20155,55,Male,94015,M,Brisbane,Single,Bicycle,Masters
20156,38,Female,46813,M,Sydney,Divorced,Car,Masters
20157,51,Female,49334,L,Sydney,Divorced,Train,Masters
20158,42,Male,24109,S,Sydney,Single,Car,Bachelor
20159,53,Male,68546,S,Perth,Single,Bicycle,Secondary
20160,45,Male,18414,L,Perth,Married,Train,Masters
20161,37,Male,94426,M,Melbourne,Divorced,Bus,Secondary
20162,20,Female,77692,M,Melbourne,Divorced,Train,Secondary
20163,46,Female,94975,M,Sydney,Married,Train,PhD
20164,60,Male,17880,S,Sydney,Divorced,Car,Bachelor
20165,28,Female,71748,M,Sydney,Single,Bus,Secondary
20166,35,Female,37959,M,Melbourne,Married,Bus,PhD
20167,22,Female,79182,S,Sydney,Single,Bus,PhD
20168,30,Female,93934,L,Melbourne,Married,Car,Masters
20169,18,Female,10402,L,Sydney,Divorced,Bus,Masters
20170,21,Female,88546,L,Sydney,Divorced,Train,Masters
20171,48,Female,88956,L,Melbourne,Divorced,Car,PhD
20172,28,Female,96858,L,Sydney,Divorced,Car,Masters
20173,39,Female,67847,M,Melbourne,Married,Bicycle,PhD
20174,52,Male,48707,M,Sydney,Divorced,Bus,Masters
20175,33,Male,78702,S,Brisbane,Divorced,Bicycle,Bachelor
20176,20,Female,51453,M,Brisbane,Divorced,Bicycle,Bachelor
20177,39,Female,23432,M,Perth,Married,Bus,Masters
20178,41,Female,54714,S,Melbourne,Married,Train,Masters
20179,50,Male,49737,S,Sydney,Single,Car,Bachelor
20180,54,Male,27908,L,Brisbane,Single,Car,Masters
20181,53,Male,66173,L,Sydney,Divorced,Bicycle,Masters
20182,39,Female,20801,S,Perth,Single,Car,Bachelor
20183,44,Male,91810,M,Perth,Single,Bicycle,Secondary
20184,21,Female,29355,S,Melbourne,Single,Bicycle,Secondary
20185,35,Female,37976,M,Sydney,Single,Train,Secondary
20186,18,Male,10946,S,Sydney,Divorced,Bicycle,Bachelor
20187,42,Male,21063,L,Perth,Married,Train,PhD
20188,43,Male,75516,S,Brisbane,Married,Bicycle,Secondary
20189,40,Female,66548,S,Sydney,Single,Bicycle,PhD
20190,38,Female,64248,M,Sydney,Single,Bicycle,Bachelor
20191,57,Female,64624,M,Brisbane,Single,Train,PhD
20192,19,Male,89549,L,Melbourne,Single,Car,PhD
20193,44,Male,37366,L,Sydney,Single,Bicycle,Secondary
20194,20,Male,17616,L,Brisbane,Divorced,Bus,Secondary
20195,23,Female,47823,L,Brisbane,Divorced,Car,PhD
20196,46,Female,25060,L,Melbourne,Married,Bus,Masters
20197,34,Female,74758,L,Sydney,Married,Bus,Masters
20198,26,Male,45598,S,Sydney,Divorced,Bicycle,Secondary
20199,55,Female,45215,S,Perth,Married,Bus,Masters
20200,54,Male,63960,M,Perth,Married,Bus,Bachelor
20201,55,Male,74718,S,Brisbane,Divorced,Bicycle,Masters
20202,36,Male,30821,S,Brisbane,Divorced,Car,Bachelor
20203,23,Female,40600,S,Perth,Married,Car,Secondary
20204,33,Male,81944,L,Perth,Married,Car,Masters
20205,22,Female,21691,M,Perth,Married,Bicycle,Bachelor
20206,20,Female,29973,S,Brisbane,Single,Train,PhD
20207,33,Male,18105,S,Melbourne,Married,Bus,Masters
20208,32,Male,55382,S,Perth,Married,Train,Secondary
20209,55,Female,98873,M,Melbourne,Single,Train,Secondary
20210,43,Male,23122,L,Sydney,Divorced,Car,Secondary
20211,36,Male,57522,L,Brisbane,Married,Bicycle,Secondary
20212,49,Female,35140,S,Brisbane,Married,Car,Secondary
20213,52,Male,83862,M,Melbourne,Married,Bicycle,Secondary
20214,19,Female,99644,M,Brisbane,Single,Bicycle,Secondary
20215,27,Female,33476,M,Melbourne,Single,Train,Masters
20216,39,Female,43759,S,Sydney,Married,Bicycle,PhD
20217,32,Male,21518,M,Brisbane,Married,Train,Secondary
20218,24,Female,46474,L,Sydney,Divorced,Bus,Secondary
20219,50,Female,87488,M,Sydney,Single,Train,Masters
20220,47,Female,25139,M,Sydney,Divorced,Train,Masters
20221,48,Male,75737,L,Brisbane,Married,Train,PhD
20222,18,Female,77540,M,Melbourne,Single,Car,PhD
20223,38,Male,17563,L,Melbourne,Single,Bus,Masters
20224,37,Female,31992,L,Melbourne,Divorced,Bus,Masters
20225,43,Female,42111,S,Brisbane,Single,Bicycle,Secondary
20226,18,Female,12225,L,Sydney,Single,Car,Bachelor
20227,54,Female,77034,L,Brisbane,Divorced,Bus,PhD
20228,53,Male,55269,L,Brisbane,Married,Train,Masters
20229,48,Female,65589,M,Perth,Divorced,Train,Bachelor
20230,23,Female,95469,S,Perth,Married,Train,PhD
20231,19,Male,31391,S,Perth,Married,Train,Secondary
20232,32,Male,63803,L,Sydney,Single,Bicycle,Secondary
20233,41,Male,22431,L,Melbourne,Single,Car,Secondary
20234,30,Female,50504,S,Melbourne,Married,Bicycle,PhD
20235,43,Female,73612,M,Perth,Divorced,Bicycle,Secondary
20236,44,Male,26897,S,Melbourne,Single,Bicycle,Secondary
20237,57,Male,95516,M,Perth,Divorced,Train,PhD
20238,45,Male,76521,L,Sydney,Married,Bicycle,Secondary
20239,57,Male,11119,L,Sydney,Single,Bicycle,Secondary
20240,56,Female,34570,S,Sydney,Married,Bus,PhD
20241,55,Male,80700,L,Melbourne,Divorced,Car,PhD
20242,31,Male,17473,L,Sydney,Single,Train,Bachelor
20243,22,Male,69946,S,Sydney,Divorced,Bicycle,Bachelor
20244,50,Male,46428,S,Melbourne,Divorced,Bus,Masters
20245,39,Male,15869,S,Sydney,Married,Bicycle,Bachelor
20246,39,Female,93399,M,Sydney,Married,Bicycle,Bachelor
20247,53,Female,48760,L,Perth,Married,Car,Secondary
20248,49,Male,95800,S,Sydney,Divorced,Bus,Bachelor
20249,35,Male,11970,M,Perth,Divorced,Train,Secondary
20250,60,Male,68410,M,Perth,Married,Bus,Secondary
20251,34,Male,38666,L,Melbourne,Married,Bicycle,Masters
20252,20,Male,51930,S,Melbourne,Married,Bus,Masters
20253,31,Female,30182,S,Sydney,Divorced,Bicycle,Bachelor
20254,39,Female,32287,L,Sydney,Married,Car,Secondary
20255,59,Female,91482,S,Sydney,Married,Bus,Masters
20256,18,Male,48075,S,Sydney,Divorced,Bus,Bachelor
20257,58,Female,38447,S,Brisbane,Single,Train,Masters
20258,37,Female,21326,L,Melbourne,Single,Bicycle,Secondary
20259,28,Female,64984,L,Perth,Single,Bicycle,Secondary
20260,31,Female,63135,S,Sydney,Single,Car,Bachelor
20261,31,Female,45150,S,Perth,Divorced,Bus,Masters
20262,56,Male,46803,S,Perth,Married,Train,PhD
20263,51,Male,77891,S,Sydney,Divorced,Bus,PhD
20264,57,Female,83084,S,Brisbane,Divorced,Car,Masters
20265,19,Male,65071,L,Melbourne,Single,Bus,PhD
20266,32,Male,99881,S,Sydney,Single,Bicycle,Secondary
20267,19,Female,41946,M,Perth,Married,Train,PhD
20268,60,Male,36047,M,Brisbane,Divorced,Train,PhD
20269,19,Female,69410,L,Melbourne,Single,Car,PhD
20270,46,Female,68676,M,Brisbane,Single,Bicycle,Bachelor
20271,30,Male,43443,M,Brisbane,Married,Train,Masters
20272,52,Male,32676,L,Melbourne,Single,Bus,Secondary
20273,56,Female,67723,M,Sydney,Divorced,Car,Secondary
20274,45,Male,42325,L,Brisbane,Married,Train,Masters
20275,50,Male,69479,M,Sydney,Single,Bus,Bachelor
20276,60,Male,11668,L,Sydney,Single,Bicycle,PhD
20277,49,Female,41473,L,Brisbane,Married,Car,Bachelor
20278,38,Female,51663,S,Melbourne,Married,Car,PhD
20279,23,Male,55811,L,Brisbane,Single,Train,Secondary
20280,57,Male,50052,S,Melbourne,Single,Bicycle,Masters
20281,23,Female,86009,S,Melbourne,Single,Bicycle,Bachelor
20282,38,Female,57050,L,Sydney,Single,Car,Bachelor
20283,25,Female,27231,L,Melbourne,Married,Train,Bachelor
20284,18,Male,61988,L,Brisbane,Married,Car,Masters
20285,48,Female,46971,M,Perth,Married,Train,PhD
20286,47,Male,89370,M,Brisbane,Single,Bicycle,Masters
20287,33,Male,54009,S,Sydney,Single,Car,PhD
20288,23,Female,32629,L,Melbourne,Single,Bus,Masters
20289,41,Male,77916,L,Brisbane,Single,Bus,Masters
20290,43,Male,18429,L,Sydney,Married,Train,Masters
20291,24,Male,75885,L,Perth,Married,Train,Masters
20292,52,Male,67814,S,Melbourne,Married,Car,Masters
20293,53,Female,78118,L,Melbourne,Married,Bus,Secondary
20294,55,Female,31049,M,Sydney,Single,Bus,Secondary
20295,28,Female,10146,S,Sydney,Divorced,Car,Bachelor
20296,23,Female,18452,M,Sydney,Married,Train,PhD
20297,26,Male,15991,M,Brisbane,Single,Bicycle,Bachelor
20298,24,Male,22328,M,Perth,Single,Bus,Masters
20299,35,Male,49435,L,Sydney,Divorced,Bus,Bachelor
20300,57,Female,94610,M,Perth,Married,Car,Secondary
20301,41,Male,92806,L,Perth,Single,Train,Bachelor
20302,52,Female,81017,M,Perth,Single,Bicycle,PhD
20303,40,Male,49901,S,Perth,Divorced,Bicycle,Masters
20304,44,Male,53558,L,Melbourne,Divorced,Train,PhD
20305,20,Male,55996,S,Melbourne,Divorced,Car,Masters
20306,52,Male,37191,L,Sydney,Single,Car,Masters
20307,23,Female,68254,S,Brisbane,Single,Train,Masters
20308,50,Male,63512,S,Perth,Married,Train,Masters
20309,22,Male,64307,L,Sydney,Divorced,Car,Bachelor
20310,27,Male,67022,L,Brisbane,Single,Bicycle,Secondary
20311,38,Male,82002,S,Sydney,Divorced,Car,Masters
20312,31,Female,67936,M,Brisbane,Married,Train,Secondary
20313,31,Female,78950,S,Brisbane,Divorced,Car,Secondary
20314,32,Female,98712,S,Brisbane,Married,Bicycle,Masters
20315,43,Male,72838,L,Brisbane,Married,Train,Secondary
20316,26,Female,95516,M,Perth,Single,Train,Secondary
20317,37,Female,70595,M,Sydney,Single,Car,Masters
20318,45,Female,79349,S,Brisbane,Divorced,Bicycle,Bachelor
20319,41,Male,94790,L,Sydney,Single,Bus,Masters
20320,28,Female,74441,L,Melbourne,Divorced,Bicycle,Secondary
20321,34,Male,92661,M,Melbourne,Divorced,Bus,Secondary
20322,47,Male,67972,S,Sydney,Married,Train,Secondary
20323,27,Male,22600,S,Brisbane,Divorced,Train,Secondary
20324,32,Female,33222,S,Melbourne,Single,Car,Masters
20325,40,Male,79541,M,Perth,Divorced,Train,PhD
20326,29,Male,15631,M,Perth,Married,Bicycle,Secondary
20327,54,Female,77835,L,Brisbane,Divorced,Bus,PhD
20328,18,Male,89664,S,Brisbane,Divorced,Train,Secondary
20329,32,Female,11880,M,Sydney,Divorced,Bus,Masters
20330,23,Female,14366,S,Melbourne,Divorced,Bus,Secondary
20331,41,Female,64229,S,Melbourne,Single,Bus,PhD
20332,59,Female,42492,M,Perth,Single,Bicycle,Bachelor
20333,53,Male,40111,M,Perth,Married,Train,Bachelor
20334,46,Female,22765,L,Sydney,Married,Bus,PhD
20335,23,Female,69451,S,Brisbane,Divorced,Bicycle,Bachelor
20336,49,Female,98956,L,Perth,Married,Train,Secondary
20337,56,Female,48884,L,Perth,Divorced,Bus,Secondary
20338,22,Male,61116,L,Perth,Single,Bus,Secondary
20339,48,Male,50698,S,Sydney,Single,Car,Bachelor
20340,55,Female,30363,S,Sydney,Married,Car,PhD
20341,20,Male,79782,S,Melbourne,Divorced,Bicycle,Masters
20342,47,Female,44918,M,Sydney,Single,Bus,Secondary
20343,58,Female,84459,S,Melbourne,Divorced,Bicycle,Secondary
20344,34,Male,99394,L,Melbourne,Divorced,Car,Masters
20345,54,Female,62108,M,Brisbane,Single,Train,Masters
20346,40,Male,92004,L,Brisbane,Divorced,Train,Bachelor
20347,20,Female,26650,M,Brisbane,Married,Bicycle,Masters
20348,52,Female,43143,S,Brisbane,Single,Bus,PhD
20349,19,Female,40457,L,Sydney,Divorced,Car,Masters
20350,53,Male,56386,M,Sydney,Divorced,Car,Bachelor
20351,28,Male,81541,S,Brisbane,Divorced,Bicycle,PhD
20352,28,Female,71431,M,Brisbane,Married,Bus,Secondary
20353,31,Female,39965,L,Sydney,Married,Car,PhD
20354,45,Male,70528,L,Sydney,Married,Bicycle,Bachelor
20355,56,Male,27323,L,Perth,Married,Car,Masters
20356,45,Female,51052,L,Sydney,Divorced,Train,PhD
20357,55,Male,61084,S,Brisbane,Single,Train,Bachelor
20358,60,Male,66847,M,Sydney,Single,Bicycle,Masters
20359,37,Female,95318,S,Perth,Single,Bicycle,PhD
20360,27,Male,37569,L,Perth,Single,Car,PhD
20361,24,Female,99968,L,Brisbane,Single,Train,Bachelor
20362,52,Female,11971,S,Brisbane,Married,Car,Masters
20363,30,Female,42295,M,Brisbane,Divorced,Bus,PhD
20364,21,Female,83412,M,Perth,Married,Car,Masters
20365,58,Male,73386,M,Perth,Married,Bus,Masters
20366,53,Male,22721,M,Sydney,Single,Bicycle,Secondary
20367,48,Male,97099,M,Sydney,Single,Bicycle,Bachelor
20368,44,Female,23832,L,Perth,Single,Car,PhD
20369,58,Male,92067,L,Brisbane,Single,Bicycle,Bachelor
20370,30,Male,96727,M,Perth,Single,Bus,Bachelor
20371,43,Female,13867,S,Sydney,Married,Bus,Secondary
20372,50,Male,97681,L,Brisbane,Divorced,Car,Bachelor
20373,27,Female,42443,L,Brisbane,Married,Bicycle,PhD
20374,28,Male,98076,L,Sydney,Divorced,Bus,Bachelor
20375,54,Female,14584,S,Perth,Married,Car,Secondary
20376,33,Female,36418,L,Sydney,Single,Train,Secondary
20377,45,Female,73644,S,Sydney,Married,Bicycle,PhD
20378,20,Male,15024,S,Sydney,Married,Bus,Bachelor
20379,26,Male,37554,M,Melbourne,Single,Car,Secondary
20380,51,Female,51940,S,Perth,Married,Car,Secondary
20381,36,Female,21195,L,Perth,Single,Train,PhD
20382,35,Female,91283,L,Brisbane,Single,Bus,PhD
20383,52,Female,26272,S,Brisbane,Married,Train,PhD
20384,40,Male,98650,S,Brisbane,Married,Bus,Secondary
20385,39,Male,18719,S,Sydney,Divorced,Bicycle,PhD
20386,57,Male,58924,S,Perth,Single,Car,Masters
20387,44,Male,44007,L,Brisbane,Married,Bicycle,Bachelor
20388,52,Female,68377,M,Sydney,Divorced,Bicycle,Masters
20389,60,Male,91185,S,Perth,Divorced,Car,Masters
20390,32,Male,21769,S,Melbourne,Married,Car,Bachelor
